Country,year,metric,amount
Turkmenistan,2019,USD Current,NA
Turkmenistan,2019,GDP Percent,NA
Turkmenistan,2019,Government Percent,NA
Turkmenistan,2019,Military Capita Spending,NA
Turkmenistan,2020,USD Constant,NA
Turkmenistan,2020,USD Current,NA
Turkmenistan,2020,GDP Percent,NA
Turkmenistan,2020,Government Percent,NA
Turkmenistan,2020,Military Capita Spending,NA
Turkmenistan,2021,USD Constant,NA
Turkmenistan,2021,USD Current,NA
Turkmenistan,2021,GDP Percent,NA
Turkmenistan,2021,Government Percent,NA
Turkmenistan,2021,Military Capita Spending,NA
Uzbekistan,1949,USD Constant,NA
Uzbekistan,1949,USD Current,NA
Uzbekistan,1949,GDP Percent,NA
Uzbekistan,1949,Government Percent,NA
Uzbekistan,1949,Military Capita Spending,NA
Uzbekistan,1950,USD Constant,NA
Uzbekistan,1950,USD Current,NA
Uzbekistan,1950,GDP Percent,NA
Uzbekistan,1950,Government Percent,NA
Uzbekistan,1950,Military Capita Spending,NA
Uzbekistan,1951,USD Constant,NA
Uzbekistan,1951,USD Current,NA
Uzbekistan,1951,GDP Percent,NA
Uzbekistan,1951,Government Percent,NA
Uzbekistan,1951,Military Capita Spending,NA
Uzbekistan,1952,USD Constant,NA
Uzbekistan,1952,USD Current,NA
Uzbekistan,1952,GDP Percent,NA
Uzbekistan,1952,Government Percent,NA
Uzbekistan,1952,Military Capita Spending,NA
Uzbekistan,1953,USD Constant,NA
Uzbekistan,1953,USD Current,NA
Uzbekistan,1953,GDP Percent,NA
Uzbekistan,1953,Government Percent,NA
Uzbekistan,1953,Military Capita Spending,NA
Uzbekistan,1954,USD Constant,NA
Uzbekistan,1954,USD Current,NA
Uzbekistan,1954,GDP Percent,NA
Uzbekistan,1954,Government Percent,NA
Uzbekistan,1954,Military Capita Spending,NA
Uzbekistan,1955,USD Constant,NA
Uzbekistan,1955,USD Current,NA
Uzbekistan,1955,GDP Percent,NA
Uzbekistan,1955,Government Percent,NA
Uzbekistan,1955,Military Capita Spending,NA
Uzbekistan,1956,USD Constant,NA
Uzbekistan,1956,USD Current,NA
Uzbekistan,1956,GDP Percent,NA
Uzbekistan,1956,Government Percent,NA
Uzbekistan,1956,Military Capita Spending,NA
Uzbekistan,1957,USD Constant,NA
Uzbekistan,1957,USD Current,NA
Uzbekistan,1957,GDP Percent,NA
Uzbekistan,1957,Government Percent,NA
Uzbekistan,1957,Military Capita Spending,NA
Uzbekistan,1958,USD Constant,NA
Uzbekistan,1958,USD Current,NA
Uzbekistan,1958,GDP Percent,NA
Uzbekistan,1958,Government Percent,NA
Uzbekistan,1958,Military Capita Spending,NA
Uzbekistan,1959,USD Constant,NA
Uzbekistan,1959,USD Current,NA
Uzbekistan,1959,GDP Percent,NA
Uzbekistan,1959,Government Percent,NA
Uzbekistan,1959,Military Capita Spending,NA
Uzbekistan,1960,USD Constant,NA
Uzbekistan,1960,USD Current,NA
Uzbekistan,1960,GDP Percent,NA
Uzbekistan,1960,Government Percent,NA
Uzbekistan,1960,Military Capita Spending,NA
Uzbekistan,1961,USD Constant,NA
Uzbekistan,1961,USD Current,NA
Uzbekistan,1961,GDP Percent,NA
Uzbekistan,1961,Government Percent,NA
Uzbekistan,1961,Military Capita Spending,NA
Uzbekistan,1962,USD Constant,NA
Uzbekistan,1962,USD Current,NA
Uzbekistan,1962,GDP Percent,NA
Uzbekistan,1962,Government Percent,NA
Uzbekistan,1962,Military Capita Spending,NA
Uzbekistan,1963,USD Constant,NA
Uzbekistan,1963,USD Current,NA
Uzbekistan,1963,GDP Percent,NA
Uzbekistan,1963,Government Percent,NA
Uzbekistan,1963,Military Capita Spending,NA
Uzbekistan,1964,USD Constant,NA
Uzbekistan,1964,USD Current,NA
Uzbekistan,1964,GDP Percent,NA
Uzbekistan,1964,Government Percent,NA
Uzbekistan,1964,Military Capita Spending,NA
Uzbekistan,1965,USD Constant,NA
Uzbekistan,1965,USD Current,NA
Uzbekistan,1965,GDP Percent,NA
Uzbekistan,1965,Government Percent,NA
Uzbekistan,1965,Military Capita Spending,NA
Uzbekistan,1966,USD Constant,NA
Uzbekistan,1966,USD Current,NA
Uzbekistan,1966,GDP Percent,NA
Uzbekistan,1966,Government Percent,NA
Uzbekistan,1966,Military Capita Spending,NA
Uzbekistan,1967,USD Constant,NA
Uzbekistan,1967,USD Current,NA
Uzbekistan,1967,GDP Percent,NA
Uzbekistan,1967,Government Percent,NA
Uzbekistan,1967,Military Capita Spending,NA
Uzbekistan,1968,USD Constant,NA
Uzbekistan,1968,USD Current,NA
Uzbekistan,1968,GDP Percent,NA
Uzbekistan,1968,Government Percent,NA
Uzbekistan,1968,Military Capita Spending,NA
Uzbekistan,1969,USD Constant,NA
Uzbekistan,1969,USD Current,NA
Uzbekistan,1969,GDP Percent,NA
Uzbekistan,1969,Government Percent,NA
Uzbekistan,1969,Military Capita Spending,NA
Uzbekistan,1970,USD Constant,NA
Uzbekistan,1970,USD Current,NA
Uzbekistan,1970,GDP Percent,NA
Uzbekistan,1970,Government Percent,NA
Uzbekistan,1970,Military Capita Spending,NA
Uzbekistan,1971,USD Constant,NA
Uzbekistan,1971,USD Current,NA
Uzbekistan,1971,GDP Percent,NA
Uzbekistan,1971,Government Percent,NA
Uzbekistan,1971,Military Capita Spending,NA
Uzbekistan,1972,USD Constant,NA
Uzbekistan,1972,USD Current,NA
Uzbekistan,1972,GDP Percent,NA
Uzbekistan,1972,Government Percent,NA
Uzbekistan,1972,Military Capita Spending,NA
Uzbekistan,1973,USD Constant,NA
Uzbekistan,1973,USD Current,NA
Uzbekistan,1973,GDP Percent,NA
Uzbekistan,1973,Government Percent,NA
Uzbekistan,1973,Military Capita Spending,NA
Uzbekistan,1974,USD Constant,NA
Uzbekistan,1974,USD Current,NA
Uzbekistan,1974,GDP Percent,NA
Uzbekistan,1974,Government Percent,NA
Uzbekistan,1974,Military Capita Spending,NA
Uzbekistan,1975,USD Constant,NA
Uzbekistan,1975,USD Current,NA
Uzbekistan,1975,GDP Percent,NA
Uzbekistan,1975,Government Percent,NA
Uzbekistan,1975,Military Capita Spending,NA
Uzbekistan,1976,USD Constant,NA
Uzbekistan,1976,USD Current,NA
Uzbekistan,1976,GDP Percent,NA
Uzbekistan,1976,Government Percent,NA
Uzbekistan,1976,Military Capita Spending,NA
Uzbekistan,1977,USD Constant,NA
Uzbekistan,1977,USD Current,NA
Uzbekistan,1977,GDP Percent,NA
Uzbekistan,1977,Government Percent,NA
Uzbekistan,1977,Military Capita Spending,NA
Uzbekistan,1978,USD Constant,NA
Uzbekistan,1978,USD Current,NA
Uzbekistan,1978,GDP Percent,NA
Uzbekistan,1978,Government Percent,NA
Uzbekistan,1978,Military Capita Spending,NA
Uzbekistan,1979,USD Constant,NA
Uzbekistan,1979,USD Current,NA
Uzbekistan,1979,GDP Percent,NA
Uzbekistan,1979,Government Percent,NA
Uzbekistan,1979,Military Capita Spending,NA
Uzbekistan,1980,USD Constant,NA
Uzbekistan,1980,USD Current,NA
Uzbekistan,1980,GDP Percent,NA
Uzbekistan,1980,Government Percent,NA
Uzbekistan,1980,Military Capita Spending,NA
Uzbekistan,1981,USD Constant,NA
Uzbekistan,1981,USD Current,NA
Uzbekistan,1981,GDP Percent,NA
Uzbekistan,1981,Government Percent,NA
Uzbekistan,1981,Military Capita Spending,NA
Uzbekistan,1982,USD Constant,NA
Uzbekistan,1982,USD Current,NA
Uzbekistan,1982,GDP Percent,NA
Uzbekistan,1982,Government Percent,NA
Uzbekistan,1982,Military Capita Spending,NA
Uzbekistan,1983,USD Constant,NA
Uzbekistan,1983,USD Current,NA
Uzbekistan,1983,GDP Percent,NA
Uzbekistan,1983,Government Percent,NA
Uzbekistan,1983,Military Capita Spending,NA
Uzbekistan,1984,USD Constant,NA
Uzbekistan,1984,USD Current,NA
Uzbekistan,1984,GDP Percent,NA
Uzbekistan,1984,Government Percent,NA
Uzbekistan,1984,Military Capita Spending,NA
Uzbekistan,1985,USD Constant,NA
Uzbekistan,1985,USD Current,NA
Uzbekistan,1985,GDP Percent,NA
Uzbekistan,1985,Government Percent,NA
Uzbekistan,1985,Military Capita Spending,NA
Uzbekistan,1986,USD Constant,NA
Uzbekistan,1986,USD Current,NA
Uzbekistan,1986,GDP Percent,NA
Uzbekistan,1986,Government Percent,NA
Uzbekistan,1986,Military Capita Spending,NA
Uzbekistan,1987,USD Constant,NA
Uzbekistan,1987,USD Current,NA
Uzbekistan,1987,GDP Percent,NA
Uzbekistan,1987,Government Percent,NA
Uzbekistan,1987,Military Capita Spending,NA
Uzbekistan,1988,USD Constant,NA
Uzbekistan,1988,USD Current,NA
Uzbekistan,1988,GDP Percent,NA
Uzbekistan,1988,Government Percent,NA
Uzbekistan,1988,Military Capita Spending,NA
Uzbekistan,1989,USD Constant,NA
Uzbekistan,1989,USD Current,NA
Uzbekistan,1989,GDP Percent,NA
Uzbekistan,1989,Government Percent,NA
Uzbekistan,1989,Military Capita Spending,NA
Uzbekistan,1990,USD Constant,NA
Uzbekistan,1990,USD Current,NA
Uzbekistan,1990,GDP Percent,NA
Uzbekistan,1990,Government Percent,NA
Uzbekistan,1990,Military Capita Spending,NA
Uzbekistan,1991,USD Constant,NA
Uzbekistan,1991,USD Current,NA
Uzbekistan,1991,GDP Percent,NA
Uzbekistan,1991,Government Percent,NA
Uzbekistan,1991,Military Capita Spending,NA
Uzbekistan,1992,USD Constant,NA
Uzbekistan,1992,USD Current,NA
Uzbekistan,1992,GDP Percent,NA
Uzbekistan,1992,Government Percent,NA
Uzbekistan,1992,Military Capita Spending,NA
Uzbekistan,1993,USD Constant,NA
Uzbekistan,1993,USD Current,NA
Uzbekistan,1993,GDP Percent,NA
Uzbekistan,1993,Government Percent,NA
Uzbekistan,1993,Military Capita Spending,NA
Uzbekistan,1994,USD Constant,26551862
Uzbekistan,1994,USD Current,86929825
Uzbekistan,1994,GDP Percent,1.53
Uzbekistan,1994,Government Percent,4.5
Uzbekistan,1994,Military Capita Spending,4
Uzbekistan,1995,USD Constant,22217339
Uzbekistan,1995,USD Current,112678421
Uzbekistan,1995,GDP Percent,1.11
Uzbekistan,1995,Government Percent,3.01
Uzbekistan,1995,Military Capita Spending,5
Uzbekistan,1996,USD Constant,29678223
Uzbekistan,1996,USD Current,172211546
Uzbekistan,1996,GDP Percent,1.23
Uzbekistan,1996,Government Percent,2.81
Uzbekistan,1996,Military Capita Spending,7
Uzbekistan,1997,USD Constant,34488831
Uzbekistan,1997,USD Current,217747191
Uzbekistan,1997,GDP Percent,1.4
Uzbekistan,1997,Government Percent,3.51
Uzbekistan,1997,Military Capita Spending,9
Uzbekistan,1998,USD Constant,NA
Uzbekistan,1998,USD Current,NA
Uzbekistan,1998,GDP Percent,NA
Uzbekistan,1998,Government Percent,NA
Uzbekistan,1998,Military Capita Spending,NA
Uzbekistan,1999,USD Constant,52701629
Uzbekistan,1999,USD Current,250071736
Uzbekistan,1999,GDP Percent,1.64
Uzbekistan,1999,Government Percent,3.88
Uzbekistan,1999,Military Capita Spending,10
Uzbekistan,2000,USD Constant,45348232
Uzbekistan,2000,USD Current,115375385
Uzbekistan,2000,GDP Percent,1.15
Uzbekistan,2000,Government Percent,2.8
Uzbekistan,2000,Military Capita Spending,5
Uzbekistan,2001,USD Constant,39075693
Uzbekistan,2001,USD Current,59760610
Uzbekistan,2001,GDP Percent,0.83
Uzbekistan,2001,Government Percent,2.18
Uzbekistan,2001,Military Capita Spending,2
Uzbekistan,2002,USD Constant,33252761
Uzbekistan,2002,USD Current,45914433
Uzbekistan,2002,GDP Percent,0.6
Uzbekistan,2002,Government Percent,1.38
Uzbekistan,2002,Military Capita Spending,2
Uzbekistan,2003,USD Constant,35188389
Uzbekistan,2003,USD Current,54133695
Uzbekistan,2003,GDP Percent,0.54
Uzbekistan,2003,Government Percent,1.36
Uzbekistan,2003,Military Capita Spending,2
Uzbekistan,2004,USD Constant,NA
Uzbekistan,2004,USD Current,NA
Uzbekistan,2004,GDP Percent,NA
Uzbekistan,2004,Government Percent,NA
Uzbekistan,2004,Military Capita Spending,NA
Uzbekistan,2005,USD Constant,NA
Uzbekistan,2005,USD Current,NA
Uzbekistan,2005,GDP Percent,NA
Uzbekistan,2005,Government Percent,NA
Uzbekistan,2005,Military Capita Spending,NA
Uzbekistan,2006,USD Constant,NA
Uzbekistan,2006,USD Current,NA
Uzbekistan,2006,GDP Percent,NA
Uzbekistan,2006,Government Percent,NA
Uzbekistan,2006,Military Capita Spending,NA
Uzbekistan,2007,USD Constant,NA
Uzbekistan,2007,USD Current,NA
Uzbekistan,2007,GDP Percent,NA
Uzbekistan,2007,Government Percent,NA
Uzbekistan,2007,Military Capita Spending,NA
Uzbekistan,2008,USD Constant,NA
Uzbekistan,2008,USD Current,NA
Uzbekistan,2008,GDP Percent,NA
Uzbekistan,2008,Government Percent,NA
Uzbekistan,2008,Military Capita Spending,NA
Uzbekistan,2009,USD Constant,NA
Uzbekistan,2009,USD Current,NA
Uzbekistan,2009,GDP Percent,NA
Uzbekistan,2009,Government Percent,NA
Uzbekistan,2009,Military Capita Spending,NA
Uzbekistan,2010,USD Constant,NA
Uzbekistan,2010,USD Current,NA
Uzbekistan,2010,GDP Percent,NA
Uzbekistan,2010,Government Percent,NA
Uzbekistan,2010,Military Capita Spending,NA
Uzbekistan,2011,USD Constant,NA
Uzbekistan,2011,USD Current,NA
Uzbekistan,2011,GDP Percent,NA
Uzbekistan,2011,Government Percent,NA
Uzbekistan,2011,Military Capita Spending,NA
Uzbekistan,2012,USD Constant,NA
Uzbekistan,2012,USD Current,NA
Uzbekistan,2012,GDP Percent,NA
Uzbekistan,2012,Government Percent,NA
Uzbekistan,2012,Military Capita Spending,NA
Uzbekistan,2013,USD Constant,NA
Uzbekistan,2013,USD Current,NA
Uzbekistan,2013,GDP Percent,NA
Uzbekistan,2013,Government Percent,NA
Uzbekistan,2013,Military Capita Spending,NA
Uzbekistan,2014,USD Constant,NA
Uzbekistan,2014,USD Current,NA
Uzbekistan,2014,GDP Percent,NA
Uzbekistan,2014,Government Percent,NA
Uzbekistan,2014,Military Capita Spending,NA
Uzbekistan,2015,USD Constant,NA
Uzbekistan,2015,USD Current,NA
Uzbekistan,2015,GDP Percent,NA
Uzbekistan,2015,Government Percent,NA
Uzbekistan,2015,Military Capita Spending,NA
Uzbekistan,2016,USD Constant,NA
Uzbekistan,2016,USD Current,NA
Uzbekistan,2016,GDP Percent,NA
Uzbekistan,2016,Government Percent,NA
Uzbekistan,2016,Military Capita Spending,NA
Uzbekistan,2017,USD Constant,NA
Uzbekistan,2017,USD Current,NA
Uzbekistan,2017,GDP Percent,NA
Uzbekistan,2017,Government Percent,NA
Uzbekistan,2017,Military Capita Spending,NA
Uzbekistan,2018,USD Constant,1496892491
Uzbekistan,2018,USD Current,1440385072
Uzbekistan,2018,GDP Percent,3.56
Uzbekistan,2018,Government Percent,10.98
Uzbekistan,2018,Military Capita Spending,44
Uzbekistan,2019,USD Constant,NA
Uzbekistan,2019,USD Current,NA
Uzbekistan,2019,GDP Percent,NA
Uzbekistan,2019,Government Percent,NA
Uzbekistan,2019,Military Capita Spending,NA
Uzbekistan,2020,USD Constant,NA
Uzbekistan,2020,USD Current,NA
Uzbekistan,2020,GDP Percent,NA
Uzbekistan,2020,Government Percent,NA
Uzbekistan,2020,Military Capita Spending,NA
Uzbekistan,2021,USD Constant,NA
Uzbekistan,2021,USD Current,NA
Uzbekistan,2021,GDP Percent,NA
Uzbekistan,2021,Government Percent,NA
Uzbekistan,2021,Military Capita Spending,NA
Albania,1949,USD Constant,NA
Albania,1949,USD Current,NA
Albania,1949,GDP Percent,NA
Albania,1949,Government Percent,NA
Albania,1949,Military Capita Spending,NA
Albania,1950,USD Constant,NA
Albania,1950,USD Current,NA
Albania,1950,GDP Percent,NA
Albania,1950,Government Percent,NA
Albania,1950,Military Capita Spending,NA
Albania,1951,USD Constant,NA
Albania,1951,USD Current,NA
Albania,1951,GDP Percent,NA
Albania,1951,Government Percent,NA
Albania,1951,Military Capita Spending,NA
Albania,1952,USD Constant,NA
Albania,1952,USD Current,NA
Albania,1952,GDP Percent,NA
Albania,1952,Government Percent,NA
Albania,1952,Military Capita Spending,NA
Albania,1953,USD Constant,NA
Albania,1953,USD Current,NA
Albania,1953,GDP Percent,NA
Albania,1953,Government Percent,NA
Albania,1953,Military Capita Spending,NA
Albania,1954,USD Constant,NA
Albania,1954,USD Current,NA
Albania,1954,GDP Percent,NA
Albania,1954,Government Percent,NA
Albania,1954,Military Capita Spending,NA
Albania,1955,USD Constant,NA
Albania,1955,USD Current,NA
Albania,1955,GDP Percent,NA
Albania,1955,Government Percent,NA
Albania,1955,Military Capita Spending,NA
Albania,1956,USD Constant,NA
Albania,1956,USD Current,NA
Albania,1956,GDP Percent,NA
Albania,1956,Government Percent,NA
Albania,1956,Military Capita Spending,NA
Albania,1957,USD Constant,NA
Albania,1957,USD Current,NA
Albania,1957,GDP Percent,NA
Albania,1957,Government Percent,NA
Albania,1957,Military Capita Spending,NA
Albania,1958,USD Constant,NA
Albania,1958,USD Current,NA
Albania,1958,GDP Percent,NA
Albania,1958,Government Percent,NA
Albania,1958,Military Capita Spending,NA
Albania,1959,USD Constant,NA
Albania,1959,USD Current,NA
Albania,1959,GDP Percent,NA
Albania,1959,Government Percent,NA
Albania,1959,Military Capita Spending,NA
Albania,1960,USD Constant,NA
Albania,1960,USD Current,NA
Albania,1960,GDP Percent,NA
Albania,1960,Government Percent,NA
Albania,1960,Military Capita Spending,NA
Albania,1961,USD Constant,NA
Albania,1961,USD Current,NA
Albania,1961,GDP Percent,NA
Albania,1961,Government Percent,NA
Albania,1961,Military Capita Spending,NA
Albania,1962,USD Constant,NA
Albania,1962,USD Current,NA
Albania,1962,GDP Percent,NA
Albania,1962,Government Percent,NA
Albania,1962,Military Capita Spending,NA
Albania,1963,USD Constant,NA
Albania,1963,USD Current,NA
Albania,1963,GDP Percent,NA
Albania,1963,Government Percent,NA
Albania,1963,Military Capita Spending,NA
Albania,1964,USD Constant,NA
Albania,1964,USD Current,NA
Albania,1964,GDP Percent,NA
Albania,1964,Government Percent,NA
Albania,1964,Military Capita Spending,NA
Albania,1965,USD Constant,NA
Albania,1965,USD Current,NA
Albania,1965,GDP Percent,NA
Albania,1965,Government Percent,NA
Albania,1965,Military Capita Spending,NA
Albania,1966,USD Constant,NA
Albania,1966,USD Current,NA
Albania,1966,GDP Percent,NA
Albania,1966,Government Percent,NA
Albania,1966,Military Capita Spending,NA
Albania,1967,USD Constant,NA
Albania,1967,USD Current,NA
Albania,1967,GDP Percent,NA
Albania,1967,Government Percent,NA
Albania,1967,Military Capita Spending,NA
Albania,1968,USD Constant,NA
Albania,1968,USD Current,NA
Albania,1968,GDP Percent,NA
Albania,1968,Government Percent,NA
Albania,1968,Military Capita Spending,NA
Albania,1969,USD Constant,NA
Albania,1969,USD Current,NA
Albania,1969,GDP Percent,NA
Albania,1969,Government Percent,NA
Albania,1969,Military Capita Spending,NA
Albania,1970,USD Constant,NA
Albania,1970,USD Current,NA
Albania,1970,GDP Percent,NA
Albania,1970,Government Percent,NA
Albania,1970,Military Capita Spending,NA
Albania,1971,USD Constant,NA
Albania,1971,USD Current,NA
Albania,1971,GDP Percent,NA
Albania,1971,Government Percent,NA
Albania,1971,Military Capita Spending,NA
Albania,1972,USD Constant,NA
Albania,1972,USD Current,NA
Albania,1972,GDP Percent,NA
Albania,1972,Government Percent,NA
Albania,1972,Military Capita Spending,NA
Albania,1973,USD Constant,NA
Albania,1973,USD Current,NA
Albania,1973,GDP Percent,NA
Albania,1973,Government Percent,NA
Albania,1973,Military Capita Spending,NA
Albania,1974,USD Constant,NA
Albania,1974,USD Current,NA
Albania,1974,GDP Percent,NA
Albania,1974,Government Percent,NA
Albania,1974,Military Capita Spending,NA
Albania,1975,USD Constant,NA
Albania,1975,USD Current,0
Albania,1975,GDP Percent,NA
Albania,1975,Government Percent,NA
Albania,1975,Military Capita Spending,NA
Albania,1976,USD Constant,NA
Albania,1976,USD Current,0
Albania,1976,GDP Percent,NA
Albania,1976,Government Percent,NA
Albania,1976,Military Capita Spending,NA
Albania,1977,USD Constant,NA
Albania,1977,USD Current,0
Albania,1977,GDP Percent,NA
Albania,1977,Government Percent,NA
Albania,1977,Military Capita Spending,NA
Albania,1978,USD Constant,NA
Albania,1978,USD Current,0
Albania,1978,GDP Percent,NA
Albania,1978,Government Percent,NA
Albania,1978,Military Capita Spending,NA
Albania,1979,USD Constant,NA
Albania,1979,USD Current,0
Albania,1979,GDP Percent,NA
Albania,1979,Government Percent,NA
Albania,1979,Military Capita Spending,NA
Albania,1980,USD Constant,NA
Albania,1980,USD Current,0
Albania,1980,GDP Percent,6.05
Albania,1980,Government Percent,NA
Albania,1980,Military Capita Spending,NA
Albania,1981,USD Constant,NA
Albania,1981,USD Current,0
Albania,1981,GDP Percent,5.85
Albania,1981,Government Percent,NA
Albania,1981,Military Capita Spending,NA
Albania,1982,USD Constant,NA
Albania,1982,USD Current,0
Albania,1982,GDP Percent,5.65
Albania,1982,Government Percent,NA
Albania,1982,Military Capita Spending,NA
Albania,1983,USD Constant,NA
Albania,1983,USD Current,0
Albania,1983,GDP Percent,5.44
Albania,1983,Government Percent,NA
Albania,1983,Military Capita Spending,NA
Albania,1984,USD Constant,NA
Albania,1984,USD Current,0
Albania,1984,GDP Percent,6.12
Albania,1984,Government Percent,NA
Albania,1984,Military Capita Spending,NA
Albania,1985,USD Constant,NA
Albania,1985,USD Current,0
Albania,1985,GDP Percent,5.65
Albania,1985,Government Percent,NA
Albania,1985,Military Capita Spending,NA
Albania,1986,USD Constant,NA
